credit_policy,purpose,interest_rate,installment,log_annual_income,debt_income_ratio,fico,days_with_credit_line,revolve_balance,revolve_utilized,inquiries_last_6_mon,delinquent_2_yrs,public_recs,income_installment_ratio,debt_to_credit_ratio
1,credit_card,0.0894,381.26,10.95080655,18.99,752,2849.958333,25577,30.8,1,0,0,12.458689647801323,0.4487192968172004
1,all_other,0.0775,124.89,11.03165864,3.46,747,2519.0,1918,17.1,0,0,0,41.2362877912901,0.0310355988124435
1,credit_card,0.1103,245.65,11.25504424,21.11,717,5587.958333,68356,71.6,2,0,0,26.21232792518269,0.8846531619127673
1,debt_consolidation,0.1253,435.07,11.33857208,17.0,702,4950.0,14750,66.1,1,0,0,16.08936496476854,0.1755952377133975
1,all_other,0.1218,99.9,10.62132735,6.67,742,4470.0,4561,95.0,3,0,0,34.20086768172818,0.1112439019591677
1,all_other,0.1253,251.0,10.95080655,11.28,697,2880.0,4700,40.2,2,1,0,18.924302849086583,0.0824561400883935
1,credit_card,0.1099,818.38,11.98292909,10.24,742,5191.0,38139,41.8,2,0,0,16.292349858403785,0.2383687510049539
1,credit_card,0.1183,99.41,10.96819829,19.31,697,6450.0,13660,79.0,1,0,0,48.62019249182153,0.2355172412682772
1,all_other,0.1183,99.41,10.42228135,15.61,697,9660.0,1125,23.4,2,0,0,28.16618057877853,0.0334821427215835
1,credit_card,0.0832,151.13,10.57131693,10.83,742,6329.958333,29129,48.3,6,0,0,21.504664963188677,0.7468974322464395
0,all_other,0.1071,49.72,8.188689124,11.33,682,1068.0,3757,52.9,1,0,0,6.0337892169497085,1.043611111574685
1,debt_consolidation,0.1189,464.3,10.37349118,17.81,737,5790.0,4577,16.2,2,0,0,5.7434130129550525,0.1430312502548621
1,debt_consolidation,0.0751,279.99,10.89673933,16.29,767,4410.0,4688,16.4,0,0,0,16.07200264309851,0.0868148144281772
1,debt_consolidation,0.1099,555.68,11.00209984,17.52,727,3900.041667,21070,32.4,0,0,0,8.997984440647151,0.3511666670895549
1,debt_consolidation,0.1217,376.24,10.42228135,23.96,712,3030.041667,12102,49.0,1,0,0,7.442058290815367,0.3601785699703147
1,debt_consolidation,0.1114,524.86,11.2835123,6.51,747,7020.041667,14914,56.1,1,0,0,12.622413587897622,0.1875974843972465
1,debt_consolidation,0.0976,241.16,10.02552818,6.74,717,1679.958333,7313,29.6,0,0,0,7.808094223452387,0.3236413519485484
1,credit_card,0.1122,217.6,11.38509209,18.0,702,3725.0,16738,26.1,2,0,0,33.70098027553992,0.1902045461127184
1,all_other,0.0976,176.86,11.04132055,0.0,707,2669.958333,0,0.0,2,0,0,29.40178659584361,0.0
1,debt_consolidation,0.1531,417.79,11.13453063,13.1,672,4020.0,14606,92.4,1,1,0,13.662366282629977,0.2132387289244236
1,all_other,0.1426,222.99,9.980448594,15.17,707,1470.0,1855,23.2,0,0,0,8.072110859634687,0.0858796296014831
1,major_purchase,0.1422,137.14,12.4292162,14.91,677,5156.0,8847,36.9,1,0,0,151.91288755341523,0.035387999888329
1,debt_consolidation,0.1191,215.62,10.16600565,21.97,707,2280.0,7552,98.1,1,0,0,10.050088104675424,0.2904168593293938
1,debt_consolidation,0.0988,322.11,11.54482134,14.44,727,5730.041667,18111,69.1,0,0,0,26.709560917277397,0.175424492199447
1,all_other,0.1095,130.86,10.4341158,9.0,772,5969.958333,16142,38.1,0,0,0,21.6516378048155,0.4747647075906976
1,all_other,0.0932,268.36,12.1547583,1.05,777,3930.0,2009,9.1,0,0,0,58.99910577986053,0.0105739068010035
1,debt_consolidation,0.1531,497.86,11.13458902,13.7,677,2340.0,23626,90.9,2,0,0,11.465739985279214,0.344905110955007
0,all_other,0.1482,311.2,11.39414193,19.34,657,4139.958333,38329,77.3,0,0,0,23.778920332731573,0.4316328824427302
1,credit_card,0.0859,316.11,11.3736634,2.62,752,3602.0,10045,33.4,1,0,0,22.9350543074682,0.1154597698420788
1,home_improvement,0.1028,388.79,11.48246626,5.58,697,4800.041667,19009,30.0,0,0,0,20.79100119256853,0.195969071672188
1,debt_consolidation,0.1095,196.29,10.04324949,8.82,742,7320.0,591,29.5,0,0,0,9.764464095233404,0.0256956523001117
1,all_other,0.1459,199.9,11.22524339,1.86,707,1230.041667,4372,48.0,0,0,0,31.265632737667325,0.058293333480142
1,debt_consolidation,0.1284,285.76,10.81977828,24.43,732,9349.958333,8359,91.9,1,0,0,14.581000308967264,0.1671800007373112
0,credit_card,0.1025,466.35,12.20607265,13.97,722,6120.041667,338935,78.3,2,0,0,35.7385370240458,1.6946749924250983
1,credit_card,0.0933,172.55,10.6454249,16.09,707,2220.0,38054,61.2,0,0,0,20.28397571469563,0.9060476165700366
1,debt_consolidation,0.0951,320.38,10.85127695,9.6,717,1469.0,1346,23.2,2,0,0,13.421561875524349,0.0260852713561657
1,credit_card,0.1183,99.41,11.32659589,11.71,697,7920.0,17900,64.9,1,0,0,69.57717220548318,0.215662649907703
1,debt_consolidation,0.1316,337.71,11.35040654,18.31,702,3240.0,16528,22.9,1,0,0,20.97460355157814,0.1944470579431613
0,educational,0.1217,299.67,9.998797732,3.27,667,708.9583333,0,0.0,1,0,0,6.117840733837787,0.0
1,small_business,0.1843,363.7,11.81303006,21.85,682,3600.0,68276,88.0,0,0,0,30.93208696458245,0.505748146843604
0,debt_consolidation,0.1829,685.13,12.32385568,12.05,642,6330.041667,120830,90.5,2,0,0,27.36706899092441,0.5370222228594301
0,debt_consolidation,0.1886,183.61,10.94199592,22.73,672,4709.958333,0,0.0,9,0,0,25.643120455448564,0.0
1,debt_consolidation,0.1183,417.49,10.76320793,20.14,717,3660.0,10682,54.7,0,0,0,9.431363597918663,0.2260740747346373
0,all_other,0.1158,79.24,10.1266311,19.54,727,3210.0,268,26.8,5,0,0,26.29143520080513,0.0107200000412756
1,credit_card,0.1253,669.33,11.36986308,20.13,717,6210.0,51324,63.6,0,0,0,10.790641364689613,0.5921772252133093
1,all_other,0.0907,191.0,11.08214255,5.0,752,4384.0,86,0.5,1,0,0,28.359511375630326,0.0013230769215921
0,debt_consolidation,0.1442,412.6,11.22524339,15.31,692,5742.0,13084,89.0,4,0,1,15.147842909015264,0.174453333772685
1,debt_consolidation,0.1114,203.39,10.08580911,8.9,737,4470.041667,6143,56.4,1,0,0,9.83332514548323,0.2559583331618625
1,home_improvement,0.1148,164.85,11.56171563,15.55,707,3059.958333,29097,79.7,1,0,0,53.078556308935234,0.2771142854758733
1,small_business,0.1537,139.39,9.61580548,15.04,787,3869.958333,1573,3.5,1,0,0,8.967644737029678,0.1048666666755118
0,debt_consolidation,0.1696,223.6,11.28978191,19.89,642,4649.958333,16012,44.2,6,1,0,29.815145985211142,0.200150000731752
1,small_business,0.1461,206.86,10.5623538,12.76,767,5610.0,4031,39.1,5,0,0,15.570917542478297,0.1042895580163895
1,debt_consolidation,0.1253,174.03,10.82972862,9.17,702,3780.0,5229,15.2,0,0,0,24.181654618550283,0.1035445539650018
0,debt_consolidation,0.1411,239.61,10.81977828,21.67,677,6329.958333,60550,95.4,3,0,0,17.389368758776698,1.2110000053408534
1,all_other,0.1148,692.34,10.96065265,10.53,757,5190.0,4800,25.9,0,0,0,6.928676652817347,0.0833854493466803
1,debt_consolidation,0.1316,506.56,10.87161143,6.52,692,3630.0,10372,50.1,0,0,0,8.663007975259786,0.1969616413148066
1,all_other,0.1114,472.38,11.08214255,15.82,742,3960.0,8799,34.5,2,1,0,11.466757002297712,0.1353692306173158
0,all_other,0.1253,281.12,10.81977828,9.53,717,3870.041667,53243,71.8,4,0,0,14.821665652712312,1.0648600046963346
1,all_other,0.1316,67.55,10.27518903,15.39,722,1140.0,604,30.2,2,0,0,35.78090301720333,0.0208247138428098
1,home_improvement,0.0932,293.91,10.86902549,19.63,782,7079.958333,1492,16.8,0,0,0,14.892314018656648,0.0284060619048913
1,debt_consolidation,0.1886,258.28,11.00209984,17.08,667,1590.0,13859,88.5,0,0,0,19.358835349151345,0.2309833336114923
1,all_other,0.1347,169.62,11.08220409,18.92,687,5550.0,0,0.0,1,3,0,31.936092587369185,0.0
1,all_other,0.087,158.31,10.08580911,6.15,722,1350.0,3015,25.3,0,0,0,12.633440726042789,0.1256249999158416
1,major_purchase,0.08,219.36,10.0203813,10.04,757,5130.0,0,0.0,6,0,0,8.5399951031442,0.0
1,debt_consolidation,0.1568,322.02,10.81977828,12.98,662,5160.0,16651,63.3,0,0,0,12.93915486084866,0.3330200014687126
1,educational,0.1083,146.97,10.54534144,13.54,712,3930.958333,1818,29.8,2,0,0,21.54634735494552,0.0478421052013709
1,all_other,0.0894,190.63,10.26813067,15.08,722,2220.0,3322,21.3,0,0,0,12.58983375807748,0.1153472217751407
1,all_other,0.0859,151.73,10.96812932,8.07,737,2880.0,3333,20.1,1,0,0,31.85263291443551,0.0574694807476907
1,debt_consolidation,0.1316,506.56,11.12732181,7.01,697,4650.0,14380,48.9,1,0,0,11.187223671249544,0.2114581486658222
0,all_other,0.1122,173.25,11.15625052,25.78,722,4080.0,17844,31.1,0,0,0,33.67003363530318,0.2549142859772287
1,debt_consolidation,0.1756,503.05,11.54790643,15.02,672,7320.0,15899,16.6,3,0,0,17.155352284347387,0.1535245274377866
1,small_business,0.1695,356.27,11.00209984,11.18,662,3336.958333,6070,88.0,1,0,0,14.034299811880905,0.1011666667884954
0,educational,0.1438,61.86,10.59663473,4.11,632,629.0,6214,55.0,9,0,0,53.885116763871466,0.155350000480975
1,debt_consolidation,0.1418,513.98,11.09741002,21.49,702,5400.0,24992,77.1,0,0,0,10.70080546801997,0.3786666670485757
1,debt_consolidation,0.0859,316.11,11.91839057,4.14,757,6180.0,82445,16.7,2,0,0,39.543196866660615,0.5496333350253207
1,all_other,0.1537,313.62,10.46310334,6.27,712,1199.958333,8534,29.3,2,0,0,9.30000212132935,0.2438285715435489
1,debt_consolidation,0.1095,98.15,10.40426284,7.42,712,5562.0,6630,39.2,3,0,0,28.01833926404789,0.2009090909992223
1,debt_consolidation,0.1183,662.68,11.1844214,13.8,747,4229.958333,15968,28.6,4,0,0,9.054143797927876,0.2217777773338214
1,major_purchase,0.1357,326.1,10.24281286,4.66,682,2280.041667,3288,35.0,1,0,0,7.175712984829785,0.1170940168761925
1,small_business,0.1083,458.85,12.10071213,6.24,747,3600.0,60936,24.7,2,0,0,32.690421710613016,0.3385333332901187
1,debt_consolidation,0.0894,460.69,11.49272276,17.2,762,5108.0,5564,20.7,0,0,0,17.72703268105712,0.056775510070813
0,all_other,0.0901,15.91,7.60090246,0.0,702,238.9583333,0,0.0,6,0,0,10.475591875737669,0.0
1,debt_consolidation,0.1348,474.94,10.71441777,9.17,692,3540.041667,10163,61.6,1,0,0,7.895734207854234,0.2258444441626936
1,debt_consolidation,0.1426,686.12,11.59819449,13.43,702,6449.958333,30497,93.8,0,0,1,13.226670726219792,0.2800433425704377
1,all_other,0.1189,198.99,10.46310334,9.81,762,1140.0,147,2.4,0,0,0,14.657352958898992,0.0042000000019805
1,debt_consolidation,0.1126,657.27,11.40756495,12.15,757,3779.958333,5948,56.6,0,0,0,11.410835737454896,0.0660888888434463
1,all_other,0.1183,49.71,9.392661929,1.5,732,1680.041667,246,24.6,0,0,0,20.11667672962912,0.0204999999952878
1,major_purchase,0.1183,798.53,11.8493977,14.33,812,11708.0,346,0.7,0,0,0,14.610179514983608,0.0024714285753617
1,small_business,0.1091,404.62,10.75177778,16.39,692,5640.0,8332,39.9,2,0,0,9.620755300515931,0.1783657649744064
1,all_other,0.0859,252.89,10.75790288,9.45,752,6540.0,10887,41.4,2,0,0,15.487629656987489,0.2316382980326795
1,credit_card,0.1221,506.39,10.858999,19.32,737,3991.0,32709,53.6,0,0,0,8.557304338338481,0.6290192292366655
1,debt_consolidation,0.1183,497.01,11.00209984,10.44,732,3241.0,5011,38.5,0,0,0,10.060159743222089,0.0835166667672406
1,debt_consolidation,0.1287,373.33,11.04292184,19.99,692,3450.041667,9505,59.8,0,0,0,13.951017479446064,0.1520799993497808
1,educational,0.0894,406.68,11.62735176,15.43,777,3000.041667,0,0.0,1,0,0,22.97527125739286,0.0
0,credit_card,0.1475,84.64,11.1844214,5.48,662,1080.0,2199,56.4,2,0,0,70.88846895097878,0.0305416666055281
1,debt_consolidation,0.1695,427.53,11.40756495,16.53,667,1322.041667,15534,87.3,3,0,0,17.54262859952981,0.1725999998813207
1,all_other,0.1537,104.54,11.00209984,1.0,672,1800.0,1048,31.8,1,0,0,47.82858230322182,0.0174666666877006
1,all_other,0.1287,815.61,12.03617361,13.7,722,5280.041667,44889,73.6,0,0,0,17.24169642082885,0.2660088885523279
1,credit_card,0.0932,383.37,10.89673933,6.58,787,5340.0,5300,31.2,0,0,0,11.738007721107945,0.0981481477110366
1,all_other,0.1411,273.84,10.91501573,12.59,672,1650.041667,6844,75.2,2,0,0,16.736050176403303,0.1244454147467
0,debt_consolidation,0.1496,346.45,11.01862914,16.19,672,6360.0,5494,83.2,4,0,0,14.672631887121192,0.090065574054689
1,all_other,0.0945,640.2,11.44563115,3.98,777,3029.958333,32,0.3,0,0,0,12.16963448777566,0.0003422752749305
0,debt_consolidation,0.1218,133.2,11.15625052,22.75,697,7860.0,146743,52.7,2,0,0,43.793793748620686,2.096328573590925
1,debt_consolidation,0.1217,319.64,11.00209984,19.28,672,4740.0,10358,91.7,2,0,1,15.642597903825584,0.1726333335412249
0,credit_card,0.1316,189.12,10.49127422,22.6,712,5393.041667,40553,82.0,1,0,0,15.862944203073482,1.1264722193364791
1,debt_consolidation,0.1287,302.7,11.49272276,8.49,697,4141.041667,8644,80.0,0,0,0,26.979407617562625,0.0882040814256124
1,all_other,0.0932,191.69,10.95080655,11.56,777,6810.0,14650,24.5,5,0,0,24.7795921285447,0.257017543041482
0,debt_consolidation,0.1367,85.05,11.08220409,4.19,667,11939.95833,2368,21.5,4,1,1,63.69194620422765,0.0364285273093331
1,debt_consolidation,0.1418,548.25,10.85220675,11.13,662,2519.0,15923,90.5,0,0,0,7.850433183741204,0.3082984825346275
0,debt_consolidation,0.1039,629.55,10.46310334,12.72,727,4529.041667,35403,49.9,0,0,0,4.632938869496165,1.011514286191266
1,major_purchase,0.1411,328.6,11.40756495,12.72,667,5309.958333,11265,39.0,0,2,0,22.82410226767188,0.1251666665806024
1,all_other,0.1379,340.76,10.75790288,23.69,692,4590.0,1400,77.8,0,1,1,11.49391555333832,0.0297872340631717
1,debt_consolidation,0.0774,199.8,9.655026193,12.69,757,5850.0,7633,28.8,0,1,0,6.50650650496037,0.4892948719111424
1,credit_card,0.1322,642.22,11.47210347,10.95,712,4319.958333,19304,41.8,2,1,0,12.456790502320416,0.2010833334238153
1,debt_consolidation,0.1183,530.15,10.62609644,10.75,727,3209.958333,16849,39.8,2,0,0,6.475525773568871,0.4089960203584493
1,all_other,0.1322,338.01,11.00209984,18.02,692,4589.958333,11188,42.7,2,0,0,14.7924617436727,0.1864666668912169
1,all_other,0.0712,57.23,10.46310334,11.59,772,5970.041667,6035,19.0,0,0,0,50.96394662399634,0.1724285715098802
0,educational,0.1501,495.79,10.30895266,12.76,657,3270.0,5830,64.1,1,0,0,5.04245748883452,0.1943333334585409
1,debt_consolidation,0.1099,549.95,10.45791849,20.13,722,2220.0,10887,57.3,0,0,0,5.2760856848024575,0.312674115890283
1,educational,0.1008,96.92,10.49127422,6.9,697,2339.958333,8349,43.5,0,0,0,30.953363678139254,0.2319166660725536
0,small_business,0.1754,748.08,11.14186178,14.71,652,5099.0,4668,55.6,2,1,0,7.68634367904297,0.0676521741551974
0,all_other,0.1122,131.38,10.16585182,10.85,677,291.9583333,25,2.5,4,0,0,16.491602018258686,0.0009615384586573
1,debt_consolidation,0.1632,247.2,10.91508846,3.99,662,2189.958333,4747,93.1,1,1,0,18.540992370616426,0.0863090912728499
1,all_other,0.1496,554.32,11.00209984,21.54,677,12480.0,36095,65.9,1,1,0,9.02006060394503,0.601583334057783
1,debt_consolidation,0.1438,687.25,10.65725935,15.7,672,3690.0,9150,96.3,0,0,0,5.153389085875885,0.2152941187046928
1,debt_consolidation,0.1347,678.46,11.69524702,12.8,697,5639.958333,35214,81.0,2,0,0,14.73926242130438,0.2934500005176995
0,debt_consolidation,0.1114,393.65,11.69524702,15.35,737,4979.958333,124185,24.0,1,0,0,25.40327697791991,1.034875001825709
1,all_other,0.1357,326.1,11.00209984,13.2,677,4050.0,9164,47.0,1,0,0,15.332720006068104,0.1527333335172606
1,major_purchase,0.0774,31.22,11.49272276,0.43,752,2130.0,1641,4.0,1,0,0,261.5844550235812,0.0167448979198785
1,credit_card,0.1387,135.61,10.08580911,21.9,662,4200.041667,10944,82.3,1,0,0,14.748174923234524,0.4559999996945179
1,all_other,0.1218,333.0,11.00209984,24.7,712,2217.0,17809,46.4,1,0,0,15.015014996933362,0.2968166670241046
1,debt_consolidation,0.1565,554.53,10.91508846,22.84,672,4619.958333,22684,89.9,0,0,0,8.265257630815968,0.4124363653746213
1,all_other,0.1284,672.36,11.38495936,1.95,787,2730.0,45210,3.8,1,0,0,10.9054078458285,0.5138181963411196
1,debt_consolidation,0.1109,491.73,10.37349118,4.8,697,3480.041667,4134,39.4,1,0,0,5.423030244066929,0.1291875002301944
1,credit_card,0.1461,689.51,11.35223181,15.15,697,5550.0,32954,90.0,0,0,0,10.29176395981469,0.3869871148829955
1,debt_consolidation,0.0951,608.72,11.14186178,11.29,767,9179.0,2279,20.7,3,0,0,9.446050695588228,0.0330289856254702
1,credit_card,0.1392,682.74,12.32385568,11.37,697,4589.958333,56558,72.1,0,0,0,27.462870166904004,0.2513688891871526
1,educational,0.1316,270.17,12.1547583,17.03,687,4320.0,113463,92.8,0,0,0,58.60384212563709,0.5971862555312437
0,debt_consolidation,0.1829,435.58,11.03488966,25.26,657,4590.041667,13560,57.2,3,0,0,11.86157914931658,0.2187096783001488
1,credit_card,0.1442,515.74,11.68687877,16.89,677,12930.0095841,71663,83.2,2,0,0,19.228034757638486,0.6022100852944405
0,educational,0.1154,49.5,8.987196821,11.1,662,1049.0,0,0.0,2,0,0,13.468013472566014,0.0
0,all_other,0.1292,64.79,10.34174248,21.65,667,1050.0,11806,42.9,8,0,0,39.872408155212014,0.3808387109978948
0,educational,0.1059,162.73,10.30895266,1.8,682,420.0,829,21.8,2,0,0,15.36287100343678,0.0276333333511373
0,debt_consolidation,0.1355,135.84,10.79957558,18.74,667,3540.0,16195,88.5,4,1,0,30.05987444938569,0.3305102031207611
1,all_other,0.0774,62.44,9.392661929,14.9,757,5438.0,2234,21.6,0,0,0,16.015374763450726,0.1861666666238737
1,debt_consolidation,0.1474,276.3,10.71441777,24.08,672,1921.958333,8441,66.5,1,0,1,13.572204142881974,0.1875777775437662
1,debt_consolidation,0.0894,190.63,10.99851024,17.58,722,3030.041667,6908,32.0,2,0,0,26.134838003259397,0.1155473587337847
1,all_other,0.1114,262.43,10.97944515,0.31,727,4080.0,391,7.2,1,0,0,18.625919280853783,0.0066659847287578
0,home_improvement,0.1229,116.74,11.03488966,26.2423,737,5430.0,9366,40.7,6,0,0,44.25789485916837,0.1510645167374037
0,major_purchase,0.1695,267.21,10.59653473,21.57,672,1079.958333,3132,78.3,2,0,0,12.473335602510758,0.0783078306339598
1,debt_consolidation,0.08,313.37,10.59663473,23.01,797,5250.041667,10538,13.9,0,0,0,10.637053077873084,0.2634500008156605
0,all_other,0.138,40.9,10.46310334,26.19,707,2100.0,10975,57.2,4,0,0,71.31214340565552,0.3135714287192934
1,all_other,0.1379,170.38,10.71441777,6.0,722,5280.041667,0,40.5,1,0,0,22.009625570362072,0.0
1,credit_card,0.0774,237.27,10.69666105,5.67,772,5609.958333,6616,24.4,1,0,0,15.52661529249706,0.1496561704042643
0,home_improvement,0.1703,107.01,11.15625052,25.03,657,7950.0,43878,94.8,0,0,0,54.51203931703836,0.6268285720751424
1,debt_consolidation,0.0737,108.66,11.08214255,7.68,782,5340.041667,4991,7.7,0,0,0,49.84968408563769,0.0767846152984456
1,all_other,0.1322,676.02,11.01862914,9.68,712,6119.958333,1284,6.3,3,0,1,7.519501371694827,0.0210491803942884
1,all_other,0.0737,55.89,10.28465997,7.25,772,7381.0,6469,14.9,1,0,0,43.65718383783136,0.2209357919244801
0,credit_card,0.1533,139.31,11.36210258,20.12,652,2849.0,37318,75.4,1,0,0,51.44402197122399,0.4339302304907417
0,all_other,0.1632,670.96,10.6359516,17.16,692,1680.0,10022,24.7,6,0,0,5.167223106735166,0.2408902979192058
1,all_other,0.167,170.41,11.2009507,19.98,692,3723.041667,15934,98.92299999999996,3,0,0,35.79602136205998,0.2176775956174015
0,all_other,0.1186,49.72,10.23995979,14.31,667,539.9583333,0,0.0,1,1,0,46.92947174777833,0.0
1,debt_consolidation,0.1148,197.82,11.08214255,18.11,712,4050.0,21384,82.2,0,0,0,27.381794928447032,0.3289846150154202
1,all_other,0.1347,339.23,10.91501573,5.59,692,3749.958333,2432,24.1,1,2,0,13.510007901147542,0.0442213981098735
1,debt_consolidation,0.08,238.16,10.40426284,12.29,777,8310.0,1805,8.7,2,0,0,11.546859249102708,0.0546969697215077
1,debt_consolidation,0.16,527.36,10.66886237,15.57,667,4051.0,16430,80.1,2,0,0,6.794220286741398,0.3821285689886791
0,all_other,0.1507,152.68,11.00209984,9.94,642,6690.0,5770,69.5,1,2,0,32.74823155605717,0.0961666667824742
1,all_other,0.074,105.61,10.59663473,15.03,757,5610.0,12361,43.7,0,0,0,31.562667578951697,0.3090250009567641
1,credit_card,0.0894,317.72,11.38509209,15.35,732,7020.041667,19490,56.5,1,0,0,23.08111956426251,0.22147727349366
0,debt_consolidation,0.1545,279.09,10.27505111,15.48,642,1620.041667,8372,77.5,0,0,0,8.659094446806368,0.2886896548746626
1,debt_consolidation,0.1028,226.8,10.92233487,10.05,692,1890.0,8047,33.8,0,0,0,20.355673077770508,0.145252707978548
1,debt_consolidation,0.0894,381.26,10.93310697,10.26,767,3810.041667,4553,15.2,0,0,0,12.240116109704664,0.0813035714055857
1,debt_consolidation,0.1114,164.02,10.81977828,13.51,737,9150.0,11919,76.9,1,1,0,25.403405976652145,0.2383800010513234
1,debt_consolidation,0.1316,287.05,10.37349118,3.9,697,2250.958333,9172,44.7,0,0,0,9.289903020083717,0.2866250005107266
0,credit_card,0.1284,336.18,11.54248427,2.9,722,2250.0,10338,23.3,5,0,0,25.531957157670327,0.1003689317589836
1,debt_consolidation,0.1533,452.77,10.95080655,22.76,677,7005.0,24648,90.0,2,0,0,10.490977792523209,0.4324210512550477
1,small_business,0.1758,122.21,10.96812932,7.35,697,1679.958333,4596,51.6,0,0,0,39.54668187633827,0.0792468447393899
1,small_business,0.1505,277.53,10.62132735,10.62,682,3270.0,6933,82.5,1,0,0,12.310981448508796,0.1690975602461981
1,all_other,0.1126,402.58,10.23981692,14.7,682,1619.958333,7120,31.9,0,0,0,5.795121456054948,0.2543220464667501
0,credit_card,0.1411,483.49,11.15625052,19.05,692,3960.041667,34491,44.8,4,0,0,12.065054762903628,0.4927285719368188
1,debt_consolidation,0.1322,152.11,10.32728362,4.32,692,5160.0,3371,88.7,1,0,1,16.739530647564205,0.1103256419897272
1,small_business,0.1221,666.3,11.35040654,3.04,787,6510.0,13893,18.7,4,0,0,10.63084701396286,0.1634470580835152
1,home_improvement,0.0945,640.2,10.70324447,0.81,797,3450.041667,281,1.7,1,0,0,5.792460700058864,0.0063146067299183
1,credit_card,0.1008,167.99,10.59663473,11.87,702,4620.0,13300,51.6,0,0,1,19.84245087810637,0.3325000010294444
1,all_other,0.1099,687.44,11.28978191,18.82,757,7140.041667,31503,60.6,3,0,0,9.697816016369735,0.3937875014396943
1,major_purchase,0.1229,166.77,10.97472864,5.24,667,4980.0,5073,50.0,2,0,0,29.171913285090643,0.0868961977108996
1,debt_consolidation,0.1189,497.46,10.77895629,20.27,712,4020.0,6478,35.2,0,0,0,8.04084750621133,0.1349583333184917
0,home_improvement,0.1531,174.08,10.59663473,21.99,662,5191.041667,25612,42.1,4,0,0,19.148284254440995,0.6403000019824159
1,all_other,0.1253,234.27,11.13750448,6.2,722,4139.958333,0,0.0,0,1,0,24.43761476179293,0.0
1,major_purchase,0.1426,343.06,11.66134547,15.74,677,4410.041667,29344,57.1,2,0,0,28.177772593164917,0.252965517263767
1,small_business,0.0743,217.52,10.66895539,1.65,777,2879.0,2698,9.5,0,0,0,16.47358089637158,0.0627441863398845
1,debt_consolidation,0.1218,399.6,11.5228758,12.93,707,9270.041667,12822,73.4,0,0,0,21.062729484033387,0.1269504945192831
0,educational,0.1663,532.05,10.727663,4.45,677,7410.041667,14625,54.2,6,0,0,7.142185916907406,0.3207236827680644
1,all_other,0.1379,340.76,10.91508846,19.83,707,1500.0,7284,29.0,0,0,0,13.450326663975757,0.132436364194531
1,major_purchase,0.0768,93.58,10.66886237,3.77,807,4711.0,133,0.3,0,0,0,38.2880958582597,0.0030933109966825
1,small_business,0.16,527.36,10.81977828,7.92,702,4139.958333,5918,98.6,1,0,0,7.900991065478013,0.1183600005220011
1,debt_consolidation,0.1025,421.01,11.56171563,17.22,727,7200.041667,48006,56.8,2,0,0,20.783354332505105,0.4571999996066527
1,major_purchase,0.08,37.61,10.59663473,18.78,732,3870.041667,4086,32.2,2,0,0,88.62891047628526,0.1021500003162639
0,debt_consolidation,0.1496,415.74,10.65725935,12.42,697,9000.0,5049,76.5,7,1,0,8.518946094357535,0.1188000005836059
1,all_other,0.1217,199.78,11.69524702,6.81,662,2041.041667,19504,77.3,0,0,0,50.055060478317,0.1625333336200718
1,credit_card,0.1568,700.04,11.69524702,16.77,677,2280.0,29799,53.0,3,0,0,14.284897980627065,0.2483250004380907
1,home_improvement,0.1411,143.77,9.836332277,4.62,677,4783.958333,2255,37.6,1,0,0,10.839651291112306,0.1205817871122593
1,all_other,0.1148,181.33,9.574983486,12.08,707,3280.0,5282,30.0,3,0,0,6.617768711868364,0.3668055553956618
0,home_improvement,0.1221,166.58,11.47210347,6.4,707,6450.0,731,14.6,4,0,0,48.024972964342766,0.0076145833367596
1,debt_consolidation,0.1148,167.32,9.903487553,19.68,712,1835.0,7058,45.5,0,0,0,9.960953068609768,0.3528999998362996
1,all_other,0.1025,129.54,10.16585182,1.85,757,4620.041667,1495,49.8,0,0,0,16.725850495281968,0.057499999827708
1,major_purchase,0.0751,202.22,10.62132735,16.8,747,6750.041667,6238,14.9,1,0,0,16.89579013650799,0.152146340807123
1,debt_consolidation,0.0807,313.69,10.11050172,9.95,752,5167.0,8522,21.7,1,0,0,6.535114272253082,0.3464227648929312
1,home_improvement,0.1062,651.2,11.77528973,15.98,787,12570.04167,4641,18.1,5,0,0,16.635954145308222,0.0356999999799265
1,all_other,0.1312,405.03,11.56171563,18.25,667,4358.0,5861,53.8,2,0,0,21.603338042930087,0.0558190475710242
1,major_purchase,0.1134,230.3,10.46310334,5.69,682,5249.958333,2745,40.4,0,0,0,12.664640318242771,0.0784285714655544
1,small_business,0.1316,413.69,10.08580911,11.35,707,2130.0,4850,53.9,1,0,0,4.834537942275216,0.2020833331979542
1,home_improvement,0.0932,319.47,12.01971897,15.02,752,12033.0,56153,44.3,1,0,0,43.29984033189741,0.3382792358684492
1,credit_card,0.1148,395.63,10.81977828,13.87,727,3839.958333,15684,42.4,2,0,0,10.531725724263795,0.3136800013834178
1,debt_consolidation,0.1218,832.5,12.20607265,6.28,737,3690.041667,15169,35.0,0,0,0,20.02002010950602,0.075844999660986
1,debt_consolidation,0.1411,342.29,11.1124479,6.86,682,5249.958333,9583,77.3,1,0,0,16.311704526620225,0.1430298505135739
1,credit_card,0.1071,78.25,10.49127422,15.2,687,3029.958333,2823,33.2,3,1,1,38.338658245179005,0.0784166664657825
1,all_other,0.1311,371.2,11.27720313,4.5,692,3271.0,1210,24.2,0,0,0,17.73527296280453,0.0153164557183985
